word,synonym,haiku
TRAWL,Dredge,"Nets sink to the deep / Dragging secrets from the dark / The sea gives its yield"
OUTDO,Surpass,"Beyond what was done / Pushing past the finish line / Better than before"
ADOBE,Clay,"Earth shaped into walls / Sun bakes the mud into home / Ancient craft endures"
CRAZY,Mad,"Mind spins off its track / Rules no longer seem to fit / Wild thoughts run free"
SOWER,Planter,"Seeds fly from the hand / Hope scattered across dark soil / Harvest starts with faith"
REPAY,Return,"Debt demands its due / What was given comes back round / Balance is restored"
DIGIT,Number,"Ten fingers to count / Symbols hold infinity / Math starts with the hand"
CRATE,Box,"Wooden walls hold tight / Precious cargo safe inside / Journey's keeper waits"
CLUCK,Cackle,"Hen announces eggs / Proud proclamation rings out / Feathered trumpet call"
SPIKE,Point,"Sharp metal rises / Piercing through what blocks its path / Nothing stops the tip"
MIMIC,Copy,"Watch then reproduce / Flattery in perfect form / Echo made of flesh"
POUND,Thump,"Fists beat out their rage / Heavy rhythm shakes the walls / Force speaks volumes loud"
MAXIM,Saying,"Wisdom in few words / Generations pass it down / Truth compressed to fit"
LINEN,Fabric,"Cool cloth on warm skin / Crisp white sheets invite sweet rest / Comfort woven fine"
UNMET,Unfilled,"Expectations wait / The empty space still remains / Promises unkept"
FLESH,Skin,"Soft tissue and bone / The vessel that holds the soul / Mortal housing stands"
BOOBY,Dunce,"The foolish one trips / Laughter follows every fall / Wisdom comes in time"
FORTH,Forward,"Onward into light / No looking back at the past / Progress marches on"
FIRST,Initial,"Before all others / The starting point of the race / Priority claimed"
STAND,Rise,"Feet planted firm / Refusing to be moved down / Vertical and strong"
BELLY,Stomach,"The center rumbles / Home of hunger and of laughs / Round and soft and real"
IVORY,White,"Pale as winter moon / Elephants mourn what was lost / Beauty's heavy cost"
SEEDY,Shabby,"Worn down at the edge / Better days are far behind / Neglect shows its face"
PRINT,Impress,"Ink meets the blank page / Pressure leaves its mark behind / Words made permanent"
YEARN,Long,"Heart reaches across / Distance cannot stop desire / Aching for return"
DRAIN,Empty,"All swirls away down / Nothing left but hollow space / Dry remains behind"
BRIBE,Payoff,"Money talks in shade / Corruption's price exchanged quick / Ethics up for sale"
STOUT,Thick,"Solid through and through / Built to last against all storms / Sturdy to the core"
PANEL,Board,"Flat piece fits in place / Experts gather to decide / Sections make the whole"
CRASS,Crude,"Manners left at door / Refinement is not welcome / Rough and unpolished"
FLUME,Channel,"Water finds its path / Carved passage guides the flow down / Mountains yield to force"
OFFAL,Entrails,"The parts cast aside / Organs no one wants to see / Life's hidden workings"
AGREE,Concur,"Minds meet in the middle / Nodding heads in unison / Harmony achieved"
ERROR,Mistake,"Wrong turn on the path / Lessons learned the harder way / Growth from every fall"
SWIRL,Twirl,"Round and round it goes / Patterns form in the spinning / Chaos finds its shape"
ARGUE,Debate,"Voices rise in heat / Points collide and sparks fly out / Truth somewhere between"
BLEED,Hemorrhage,"Red escapes the wound / Life force flowing outward fast / Pressure stops the loss"
DELTA,Mouth,"River meets the sea / Fingers spread across the land / Endings become starts"
FLICK,Snap,"Quick motion complete / Faster than the eye can track / Done before you blink"
TOTEM,Symbol,"Carved faces stack high / Ancestors watch from the wood / Stories in the grain"
WOOER,Suitor,"Heart in hand he comes / Romance blooms with every gift / Love seeks to be found"
FRONT,Fore,"The face shown to all / First in line to meet the world / Leading edge stands firm"
SHRUB,Bush,"Not quite a full tree / Green and humble by the path / Small but still alive"
PARRY,Block,"Blade meets blade mid-air / Deflection saves the moment / Defense becomes art"
BIOME,Habitat,"Life zones circle Earth / Each region writes its own rules / Nature's neighborhoods"
LAPEL,Collar,"Fabric folds with style / Flowers pinned for special days / Fashion's small detail"
START,Begin,"The very first step / Everything was nothing once / Motion breaks the still"
GREET,Welcome,"Smiles offered freely / Warmth extended to strangers / Hello opens doors"
GONER,Doomed,"Past the point of hope / No rescue coming in time / Fate already sealed"
GOLEM,Creature,"Clay shaped into life / Magic breathes through earthen form / Made to serve and guard"
LUSTY,Passionate,"Desire burns hot / Life lived without holding back / Appetite runs wild"
LOOPY,Dizzy,"Spinning off the rails / Logic takes a holiday / Silly rules the day"
ROUND,Circular,"No corners to find / Perfect curve loops back on self / Endless smooth journey"
AUDIT,Review,"Books opened for eyes / Numbers tell their honest tale / Scrutiny applied"
LYING,Fibbing,"Truth bent out of shape / Deception wears a kind face / Falsehood dressed as fact"
GAMMA,Ray,"Third in letter's line / Radiation's piercing wave / Greek gives science names"
LABOR,Work,"Sweat upon the brow / Effort poured into the task / Toil builds the world"
ISLET,Isle,"Tiny speck of land / Surrounded by endless blue / Small world in the waves"
CIVIC,Public,"For the common good / Citizens share in the whole / Community binds"
FORGE,Craft,"Fire shapes the steel / Hammer falls in steady beats / Creation through heat"
CORNY,Trite,"Old jokes never die / Familiar punchlines return / Groans mixed with small laughs"
MOULT,Shed,"Old feathers fall free / Making room for the new growth / Change leaves proof behind"
BASIC,Simple,"Foundation laid bare / No frills needed to stand strong / Essential remains"
SALAD,Greens,"Fresh leaves in a bowl / Colors tossed with oil and salt / Garden on a plate"
AGATE,Stone,"Banded colors swirl / Earth's slow art in mineral / Beauty in the rock"
SPICY,Hot,"Tongue wakes with fire / Flavor dances past the burn / Heat brings food to life"
SPRAY,Mist,"Droplets scatter wide / Ocean throws its salty kiss / Air becomes water"
ESSAY,Paper,"Thoughts arranged in lines / Argument unfolds in prose / Mind commits to page"
FJORD,Inlet,"Ice carved through the rock / Norway's waters cut through deep / Mountains meet the sea"
SPEND,Expend,"Resources flow out / Time and money both deplete / Value given up"
KEBAB,Skewer,"Meat speared on a stick / Fire chars the edges brown / Street food satisfies"
GUILD,Union,"Craftsmen join as one / Shared knowledge protects the trade / Strength in brotherhood"
ABACK,Startled,"Caught off guard and stunned / Wind shifts and sails lose their way / Surprise stops the mind"
MOTOR,Engine,"Pistons pump and fire / Energy converts to force / Machines come alive"
ALONE,Solo,"One and only one / Silence keeps you company / Solitude's embrace"
HATCH,Emerge,"Shell cracks from within / New life pushes to the light / Birth breaks through the wall"
HYPER,Excited,"Energy overflows / Cannot sit still for a breath / Buzzing through the day"
THUMB,Digit,"Opposable gift / Grip depends on this short friend / Hands would fail without"
DOWRY,Gift,"Bride's price paid in gold / Tradition's ancient exchange / Marriage sealed with wealth"
OUGHT,Should,"Obligation calls / Duty whispers what is right / Conscience points the way"
BELCH,Burp,"Air escapes with sound / The body speaks without shame / Manners take a break"
DUTCH,Netherlands,"Windmills turn with grace / Tulips bloom in ordered rows / Land reclaimed from sea"
PILOT,Aviator,"Hands guide through the clouds / Trust placed in steady control / Sky becomes the road"
TWEED,Wool,"Rough woven and warm / Country fabric suits the moor / Classic never fades"
COMET,Meteor,"Ice tail blazes bright / Visitor from the deep dark / Sky gets a surprise"
JAUNT,Trip,"Quick journey for fun / Light feet carry you away / Adventure calls close"
ENEMA,Flush,"Cleansing from within / Medicine's uncomfortable / Health sometimes needs help"
STEED,Horse,"Four hooves thunder past / Loyal mount carries you far / Noble beast runs free"
ABYSS,Void,"Bottomless and dark / The deep swallows all the light / Endless falling waits"
GROWL,Snarl,"Warning from the throat / Teeth bared and ready to bite / Anger finds its voice"
FLING,Toss,"Brief and without thought / Passion burns then fades away / Thrown into the wind"
DOZEN,Twelve,"Eggs sit in their rows / A number neat and complete / Twelve makes a full set"
BOOZY,Drunk,"Glass empties again / The room begins to spin round / Night blurs at the edge"
ERODE,Wear,"Water beats the stone / Patience wins against the hard / Time smooths everything"
WORLD,Globe,"Sphere spinning in space / Home to all we've ever known / Blue marble floats on"
GOUGE,Dig,"Scoop out what was whole / Violent removal leaves scars / Holes where flesh once was"
CLICK,Snap,"Small sound big result / Button pressed and things begin / Instant connection"
BRIAR,Thorn,"Sharp points guard the rose / Pain waits for careless fingers / Beauty has its price"
GREAT,Grand,"Above all the rest / Excellence that stands apart / Magnitude defined"
ALTAR,Shrine,"Sacred table waits / Offerings placed with reverence / Holy space holds peace"
PULPY,Soft,"Flesh squeezed into mush / Texture somewhere between states / Neither firm nor juice"
BLURT,Exclaim,"Words escape too fast / No filter stops the tumble / Said before you think"
COAST,Shore,"Land meets endless blue / Waves arrive then slip away / Edge of solid ground"
DUCHY,Domain,"Noble's land to rule / Smaller kingdom within reach / Power in a parcel"
GROIN,Junction,"Where the body bends / Tender spot best protected / Vulnerability"
FIXER,Repairer,"Broken things made whole / Skilled hands solve what others can't / Solutions for hire"
GROUP,Cluster,"Many become one / Individual joins the whole / Strength in numbers found"
ROGUE,Rebel,"Rules don't apply here / Walking paths the map forgot / Freedom on the fringe"
BADLY,Poorly,"Not up to the mark / Execution falls far short / Failure plain to see"
SMART,Clever,"Quick mind finds the way / Intelligence lights the path / Sharp thoughts cut through fog"
PITHY,Terse,"Much said in few words / Brevity holds all the weight / Less becomes much more"
GAUDY,Flashy,"Too much for the eyes / Taste left at home by mistake / Excess screams for looks"
CHILL,Cool,"Cold creeps through the air / Shivers run along the spine / Winter whispers close"
HERON,Crane,"Still legs in the marsh / Patient hunter waits for fish / Grace in slow motion"
VODKA,Spirit,"Clear fire in a glass / Russian waters burn the throat / Warmth blooms from within"
FINER,Better,"Quality refined / Improvements polish the rough / Excellence achieved"
SURER,Certain,"Doubt fades into trust / Confidence grows roots and stands / Knowing settles in"
RADIO,Broadcast,"Waves carry the voice / Invisible threads connect / Sound flies through the air"
ROUGE,Red,"Color on the cheek / Blush applied with careful hand / Beauty painted on"
PERCH,Roost,"Bird settles on branch / High above the ground below / Safe spot claimed for rest"
RETCH,Gag,"Stomach turns and heaves / Body rejects what's inside / Sickness finds its way"
WROTE,Penned,"Ink flowed into words / Thoughts captured on waiting page / Stories given form"
CLOCK,Timer,"Hands sweep round the face / Seconds tick away the day / Time made visible"
TILDE,Accent,"Small wave on a line / Spanish letters wear the mark / Curves change how we speak"
STORE,Shop,"Goods line up on shelves / Commerce waits for wanting hands / Trade happens inside"
PROVE,Verify,"Evidence speaks truth / Demonstration removes doubt / Facts confirm the claim"
BRING,Carry,"Transport to this place / Hands deliver what was asked / Arrival completes"
SOLVE,Resolve,"Puzzle pieces fit / Answer emerges from thought / Problem meets its end"
CHEAT,Deceive,"Rules bent out of shape / Dishonor takes the shortcut / Victory tastes false"
GRIME,Filth,"Dirt builds up in layers / Neglect leaves its grimy mark / Scrubbing waits ahead"
EXULT,Rejoice,"Joy bursts from the chest / Triumph demands celebration / Victory sings loud"
USHER,Guide,"Leading down the aisle / Hands point the way to your seat / Service with a smile"
EPOCH,Era,"Time marks its chapter / History shifts to new ground / Ages come and go"
TRIAD,Trio,"Three points make the shape / Power in the trinity / Balance found in threes"
BREAK,Shatter,"Whole becomes the parts / Fracture lines spread through the solid / Damage done complete"
RHINO,Beast,"Horn rises from snout / Armor skin defies the world / Ancient power walks"
VIRAL,Spreading,"Contagion takes hold / From one to millions it jumps / Sharing without end"
CONIC,Tapered,"Circle stretched to point / Geometry in ice cream / Shapes define the form"
MASSE,Stroke,"Cue strikes from above / Spin defies the expected / Billiards shows its art"
SONIC,Audio,"Sound waves fill the space / Speed that breaks the barrier / Hearing made concrete"
VITAL,Essential,"Life depends on this / Without it nothing survives / Necessary core"
TRACE,Track,"Faint lines left behind / Following the subtle path / Evidence remains"
USING,Employing,"Tools put to their task / Purpose found in application / Function realized"
PEACH,Fruit,"Fuzzy skin holds sweet / Summer captured in soft flesh / Juice runs down the chin"
CHAMP,Winner,"First across the line / Glory earned through sweat and will / Champion stands tall"
BATON,Stick,"Passed from hand to hand / Relay racers share the load / Command in a rod"
BRAKE,Stop,"Pressure slows the wheels / Motion meets resistance now / Speed surrenders here"
PLUCK,Pick,"Fingers pull the string / Courage gathered for the task / Taking what you need"
CRAZE,Fad,"Everyone must have / Obsession sweeps through the crowd / Fashion burns then fades"
GRIPE,Complain,"Grievances pour out / Dissatisfaction finds voice / Nothing pleases here"
WEARY,Tired,"Bones ache for the bed / Exhaustion weighs down the soul / Rest calls from afar"
PICKY,Fussy,"Nothing meets the mark / Standards set impossibly / Choosy to a fault"
ACUTE,Sharp,"Angle narrow cut / Perception keen as a blade / Intense and precise"
FERRY,Boat,"Water taxi glides / Passengers cross to the shore / Voyage short but sweet"
ASIDE,Apart,"Stepped out of the way / Separate from the main flow / Margins hold their space"
TAPIR,Mammal,"Snout like small trunk grows / Forest dweller sniffs the ground / Ancient creature roams"
TROLL,Lurker,"Under bridge it waits / Mischief maker stirs the pot / Shadows hide the pest"
UNIFY,Merge,"Separate becomes one / Differences dissolve away / Unity achieved"
REBUS,Puzzle,"Pictures speak as words / Symbols stand for sounds we know / Riddles drawn not wrote"
BOOST,Lift,"Push from down below / Extra power when you need / Rising gets some help"
TRUSS,Brace,"Beams support the weight / Structure holds against the strain / Engineering's gift"
SIEGE,Blockade,"Walls surrounded tight / Patience starves the enemy / Waiting wins the war"
TIGER,Feline,"Stripes blaze through the green / Power coiled in orange fur / Jungle's perfect death"
BANAL,Dull,"Nothing special here / Ordinary fills the space / Boring reigns supreme"
SLUMP,Sag,"Posture gives up hope / Shoulders drop toward the ground / Energy depletes"
CRANK,Handle,"Turn the stubborn wheel / Rotation starts the machine / Effort brings results"
GORGE,Canyon,"Walls rise on both sides / River carved through ancient stone / Depth swallows the light"
QUERY,Question,"Asking seeks the truth / Curiosity needs fed / Answers hide ahead"
DRINK,Sip,"Liquid meets the lips / Thirst finds its remedy here / Swallow brings relief"
FAVOR,Kindness,"Help without a price / Goodwill offered to a friend / Debt of gratitude"
ABBEY,Monastery,"Stone walls hold the prayers / Monks walk silent corridors / Faith lives in the halls"
TANGY,Zesty,"Tongue wakes with a zing / Flavor bright and sharp and bold / Taste buds stand alert"
PANIC,Fear,"Heart races too fast / Reason flees the frightened mind / Terror takes control"
SOLAR,Sunny,"Energy from far / Star power reaches the earth / Light becomes the fuel"
SHIRE,County,"Rolling English hills / Hobbits might live in such lands / Countryside so green"
PROXY,Substitute,"Standing in the place / Representing someone else / Authority lent"
POINT,Tip,"Sharp end of the thought / Exactly where meaning lives / Precision defined"
ROBOT,Machine,"Metal learns to move / Programmed purpose guides each step / Future serves us now"
PRICK,Pierce,"Sharp end breaks the skin / Small wound from a tiny point / Pain from something small"
WINCE,Flinch,"Face contracts in pain / Anticipation of hurt / Body braces quick"
CRIMP,Fold,"Edges pinched to hold / Pressure seals the pastry shut / Texture formed by force"
KNOLL,Hill,"Small rise in the land / Gentle mound above the flat / Modest elevation"
SUGAR,Sweet,"Crystals dissolve fast / Sweetness spreads across the tongue / Pleasure in each grain"
WHACK,Strike,"Force lands with a crack / Impact echoes through the air / Hit hard and hit true"
MOUNT,Climb,"Ascending the height / Effort takes you to the top / Peak awaits above"
PERKY,Lively,"Bouncing through the day / Energy that won't sit still / Cheerful to the core"
COULD,Might,"Possibility / The potential waits to bloom / Maybe becomes real"
WRUNG,Squeezed,"Twisted until dry / Every drop forced from the cloth / Nothing left inside"
LIGHT,Glow,"Darkness pushed aside / Illumination arrives / Seeing becomes real"
THOSE,Them,"Pointing far away / Distance marked by simple words / Others over there"
MOIST,Damp,"Not quite wet but close / Humidity clings to skin / In between the states"
SHARD,Fragment,"Broken piece of whole / Sharp edges warn of the past / Remnant of what was"
PLEAT,Fold,"Fabric doubled neat / Creases add dimension there / Tailoring takes shape"
ALOFT,Above,"High up in the air / Floating far from solid ground / Lifted toward sky"
SKILL,Talent,"Practice made perfect / Ability honed by time / Mastery achieved"
ELDER,Senior,"Years bring wisdom deep / Gray hair marks the journey long / Respect for the aged"
FRAME,Border,"Structure holds it all / Edges define what's inside / Boundaries give form"
HUMOR,Comedy,"Laughter heals the soul / Finding joy in absurdity / Smiles cure the pain"
PAUSE,Hesitate,"Motion stops mid-step / Breath held between the moments / Stillness intervenes"
ULCER,Sore,"Wound inside the flesh / Pain gnaws from within the gut / Stress eats at the walls"
ULTRA,Extreme,"Beyond normal bounds / Pushing past what limits say / Maximum achieved"
ROBIN,Bird,"Red breast dots the lawn / Spring's herald hops for its worms / Morning song rings clear"
CYNIC,Skeptic,"Trust comes hard to them / Suspicion guards the closed heart / Doubt defines the view"
AGORA,Market,"Greeks gathered to trade / Public square of ancient times / Commerce meets debate"
AROMA,Scent,"Invisible waves / Nose catches what eyes cannot / Smell tells its own tales"
CAULK,Seal,"Filling every gap / Waterproofing line by line / Cracks closed up for good"
SHAKE,Tremble,"Vibrations run through / Instability takes hold / Nothing holds quite still"
DODGE,Evade,"Quick step to the side / Avoiding what rushes near / Escape through movement"
SWILL,Guzzle,"Drinking without care / Liquid pours down greedy throat / Excess in each gulp"
TACIT,Unspoken,"Words not needed here / Understanding without sound / Silence speaks enough"
OTHER,Different,"Not the same as this / Alternatives exist too / Separate from self"
THORN,Spine,"Nature's sharp defense / Roses guard with pointed pain / Beauty bites you back"
TROVE,Hoard,"Treasure collected / Riches gathered in one place / Wealth waits to be found"
BLOKE,Fellow,"British man walks by / Casual term for any guy / Mate across the pond"
VIVID,Bright,"Colors that don't fade / Intensity burns the eye / Memory stays sharp"
SPILL,Pour,"Liquid escapes bounds / Accident spreads across floor / Cleanup waits ahead"
CHANT,Intone,"Voices rise as one / Repetition builds the power / Rhythm becomes prayer"
CHOKE,Suffocate,"Air cannot get through / Throat closes against the breath / Gasping for relief"
RUPEE,Currency,"India's coin shines / Value measured in these marks / Commerce of the subcontinent"
NASTY,Foul,"Unpleasant to all / Nothing redeeming exists / Offensive throughout"
MOURN,Grieve,"Loss carves out the heart / Tears fall for what cannot be / Sadness needs its time"
AHEAD,Forward,"Future waits in front / What comes next lies down the road / Progress points the way"
BRINE,Saltwater,"Ocean in a jar / Preserving with the sea's gift / Salt saves what would spoil"
CLOTH,Fabric,"Woven threads combine / Material for all our needs / Covering us all"
HOARD,Stockpile,"Gathering and keeping / Never enough fills the need / Accumulation"
SWEET,Sugary,"Pleasure on the tongue / Dessert delights the senses / Happiness tastes good"
MONTH,Period,"Moon cycles the sky / Thirty days mark the passage / Calendar's building blocks"
LAPSE,Slip,"Attention wandered / Momentary failure strikes / Error fills the gap"
WATCH,Observe,"Eyes track every move / Attention fixed on the scene / Seeing misses nothing"
TODAY,Now,"This present moment / Neither past nor future calls / Here is where we live"
FOCUS,Concentrate,"Attention narrows / Everything else fades away / Clarity achieved"
SMELT,Fish,"Silver swimmers flash / Small fish school in northern lakes / Catch them while you can"
TEASE,Taunt,"Playful jabs arrive / Humor mixed with gentle barbs / Laughter hides the point"
CATER,Provide,"Service meets the need / Food and care delivered well / Hospitality"
MOVIE,Film,"Stories on the screen / Dreams projected in the dark / Entertainment glows"
SAUTE,Fry,"Pan sizzles with heat / Quick cooking browns the edges / Kitchen alchemy"
ALLOW,Permit,"Permission granted / Barriers lift for passage / Yes opens the door"
RENEW,Restore,"Fresh start given free / What was worn becomes like new / Rebirth offered here"
THEIR,Possessive,"Belonging to them / Ownership claimed by others / What they call their own"
SLOSH,Splash,"Liquid moves in waves / Container cannot hold still / Wet chaos inside"
PURGE,Cleanse,"Removal complete / Everything unwanted gone / Clean slate remains now"
CHEST,Torso,"Ribs protect the heart / Breathing fills the cavity / Core of the body"
DEPOT,Station,"Trains arrive and leave / Hub of transit and transport / Journey's waypoint here"
EPOXY,Adhesive,"Two parts become bond / Chemical fusion holds tight / Nothing breaks this seal"
NYMPH,Sprite,"Forest spirits dance / Mythology's lovely youth / Nature personified"
FOUND,Discovered,"Lost becomes located / What was missing now appears / Search ends in success"
SHALL,Will,"Future promised firm / Determination declared / What must come to pass"
HARRY,Harass,"Persistent pressure / Never giving peace or rest / Bothered without end"
STOVE,Range,"Heat for cooking waits / Burners ready for the pot / Kitchen's faithful heart"
LOWLY,Humble,"Bottom of the rank / Status modest and unseen / Small but still worthy"
SNOUT,Nose,"Animal face juts / Breathing sensing organ leads / Smell guides the creature"
TROPE,Theme,"Familiar pattern / Stories use the same old shapes / Convention returns"
FEWER,Less,"Count comes up short now / Reduction in the number / Not as many here"
SHAWL,Wrap,"Shoulders draped in warmth / Fabric embraces gently / Comfort worn with grace"
NATAL,Birth,"Beginning of life / The moment existence starts / Origin revealed"
COMMA,Pause,"Small curve stops the rush / Grammar's breath between the thoughts / Punctuation rests"
FORAY,Raid,"Quick venture outside / Testing unfamiliar ground / Brief expedition"
SCARE,Frighten,"Fear jolts through the nerves / Heart jumps at sudden danger / Terror grips the mind"
STAIR,Step,"Climbing one by one / Elevation gained through effort / Rising foot by foot"
BLACK,Dark,"Absence of all light / Color that absorbs the rest / Shadow made complete"
SQUAD,Team,"Group united tight / Working toward the common goal / Strength in numbers found"
ROYAL,Regal,"Crown bestows the rank / Blood determines privilege / Nobility reigns"
CHUNK,Lump,"Solid piece breaks off / Portion separate from whole / Mass stands on its own"
MINCE,Chop,"Blade falls fast and small / Cutting into tiny bits / Nothing left but bits"
SHAME,Disgrace,"Heat floods through the face / Regret weighs upon the soul / Honor lost today"
CHEEK,Jaw,"Soft curve of the face / Blush rises beneath the skin / Smile lifts it high"
AMPLE,Plenty,"More than what you need / Abundance overflowing / Enough and then some"
FLAIR,Style,"Natural panache / Some just have that special touch / Talent worn with ease"
FOYER,Lobby,"First room greets the guest / Entrance holds the welcome mat / Threshold to within"
CARGO,Freight,"Goods packed for the trip / Ships and trucks carry the load / Commerce on the move"
OXIDE,Compound,"Oxygen bonds tight / Chemistry transforms the base / Rust is just one form"
PLANT,Flora,"Green life reaches up / Roots dig deep while leaves seek sun / Growing without rest"
OLIVE,Drupe,"Mediterranean gift / Oil pressed from the bitter fruit / Ancient flavor lives"
INERT,Passive,"Nothing moves at all / Chemical stability / Stillness is the state"
ASKEW,Crooked,"Off the proper line / Tilted from where it should sit / Alignment has failed"
HEIST,Robbery,"Thieves plan every step / Valuables change their hands / Crime executed"
SHOWN,Displayed,"Revealed to all eyes / What was hidden now appears / Evidence made clear"
ZESTY,Tangy,"Flavor kicks alive / Bright and bold upon the tongue / Taste wakes up the mouth"
TRASH,Garbage,"Refuse piles up high / What we discard tells a tale / Waste awaits its end"
LARVA,Grub,"Before the insect / Wriggling stage of becoming / Youth in different form"
FORGO,Abstain,"Choosing to go without / Sacrifice made willingly / Passing on the chance"
STORY,Tale,"Narrative unfolds / Beginning middle and end / Lives lived in the words"
HAIRY,Fuzzy,"Covered thick with strands / Follicles produce their crop / Shaggy to the touch"
TRAIN,Coach,"Cars linked in a line / Rolling on the iron rails / Journey down the track"
HOMER,Hit,"Ball clears the far wall / Bases rounded one by one / Victory lap earned"
BADGE,Emblem,"Metal shows the rank / Authority pinned to chest / Identity worn"
MIDST,Middle,"Center of it all / Surrounded on every side / Deep within the thick"
CANNY,Shrewd,"Clever beyond years / Wisdom guides each careful choice / Sharp mind never rests"
FETUS,Embryo,"Life forming within / Potential curled up so small / Becoming begins"
SHINE,Gleam,"Light bounces back bright / Surface catches every ray / Brilliance reflected"
BUTCH,Masculine,"Tough exterior / Gender worn a certain way / Strength in the stance"
GECKO,Lizard,"Sticky feet grip walls / Small reptile hunts in the night / Ceiling walker climbs"
FARCE,Mockery,"Comedy gone wild / Absurdity rules the stage / Laughing at the mess"
SLUNG,Hung,"Thrown across with ease / Draped without much thought or care / Casually placed"
TIPSY,Buzzed,"Balance starts to fade / One drink past the steady point / Wobbling toward drunk"
METAL,Ore,"Forged in heat and force / Elements that conduct well / Industry's backbone"
YIELD,Surrender,"Giving way at last / Resistance finally ends / Acceptance arrives"
DELVE,Dig,"Going deeper still / Research plunges to the core / Searching underneath"
BEING,Existence,"The state of alive / Consciousness experiences / Here and now and real"
SCOUR,Scrub,"Cleaning with great force / Friction removes what is stuck / Spotless is the goal"
GLASS,Pane,"See-through solid waits / Sand transformed by fire's kiss / Fragile clarity"
GAMER,Player,"Controller in hand / Virtual worlds explored for hours / Points and levels rise"
SCRAP,Fragment,"Little piece remains / Leftover from larger whole / Remnant still has worth"
MONEY,Cash,"Currency exchanges / Value abstracted to notes / Wealth made portable"
HINGE,Joint,"Pivot point connects / Swinging motion made possible / Door depends on this"
ALBUM,Collection,"Songs gathered as one / Photographs fill up the book / Memories preserved"
VOUCH,Attest,"Putting name on line / Guarantee with reputation / Trust extended far"
ASSET,Resource,"Value on the books / What you own adds to your worth / Possession counts here"
TIARA,Crown,"Jewels catch the light / Princess wears the sparkling band / Royalty adorned"
CREPT,Snuck,"Moving slow and low / Stealth advances inch by inch / Quiet approach made"
BAYOU,Swamp,"Southern waters wind / Cypress trees drip Spanish moss / Murky beauty hides"
ATOLL,Reef,"Ring of coral grows / Lagoon sits within the circle / Ocean builds new land"
MANOR,Estate,"Grand house on the hill / Wealthy live behind stone walls / Privilege has rooms"
CREAK,Groan,"Old wood complains loud / Weight draws protest from the boards / Age speaks in squeaks"
SHOWY,Flashy,"Look at me display / Subtlety is not the point / Attention demanded"
PHASE,Stage,"Part of the process / Temporary state of things / Change moves through its steps"
